record_id,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type
31129,18,PB,F,25,38,7/22/2000,Sat,Short-term Krat Exclosure
31131,18,PP,F,21,16,7/22/2000,Sat,Short-term Krat Exclosure
31133,18,PB,F,26,34,7/22/2000,Sat,Short-term Krat Exclosure
31136,17,DM,M,37,46,7/22/2000,Sat,Control
31140,17,PP,F,21,15,7/22/2000,Sat,Control
31146,22,PB,F,26,35,7/22/2000,Sat,Control
31149,21,PB,F,26,31,7/22/2000,Sat,Long-term Krat Exclosure
31150,21,PB,F,25,32,7/22/2000,Sat,Long-term Krat Exclosure
31154,20,PB,M,26,39,7/22/2000,Sat,Short-term Krat Exclosure
31155,20,PP,F,22,15,7/22/2000,Sat,Short-term Krat Exclosure
31162,3,PB,F,26,31,7/22/2000,Sat,Long-term Krat Exclosure
31179,3,PB,F,25,30,7/23/2000,Sun,Long-term Krat Exclosure
31180,4,PB,M,26,24,7/23/2000,Sun,Control
31182,4,PB,M,26,22,7/23/2000,Sun,Control
31189,4,PP,F,21,19,7/23/2000,Sun,Control
31208,2,PP,M,22,15,8/25/2000,Fri,Control
31212,2,PB,M,26,32,8/25/2000,Fri,Control
31213,2,OT,F,21,32,8/25/2000,Fri,Control
31215,2,DM,F,36,43,8/25/2000,Fri,Control
31220,12,PP,F,21,17,8/25/2000,Fri,Control
31221,12,DO,M,36,55,8/25/2000,Fri,Control
31222,12,PP,M,22,15,8/25/2000,Fri,Control
31223,12,OT,M,20,24,8/25/2000,Fri,Control
31225,12,PP,F,22,15,8/25/2000,Fri,Control
31226,12,PP,F,22,17,8/25/2000,Fri,Control
31227,12,NL,F,32,173,8/25/2000,Fri,Control
31231,19,PP,F,22,15,8/25/2000,Fri,Long-term Krat Exclosure
31235,18,PB,F,25,32,8/25/2000,Fri,Short-term Krat Exclosure
31242,22,PB,F,27,43,8/25/2000,Fri,Control
31243,22,PB,F,27,25,8/25/2000,Fri,Control
31245,22,DM,M,36,56,8/25/2000,Fri,Control
31248,21,PP,F,21,13,8/25/2000,Fri,Long-term Krat Exclosure
31249,21,PB,F,26,28,8/25/2000,Fri,Long-term Krat Exclosure
31253,21,PB,F,26,30,8/25/2000,Fri,Long-term Krat Exclosure
31260,17,DM,M,37,43,8/25/2000,Fri,Control
31261,17,DM,M,37,47,8/25/2000,Fri,Control
31263,17,DM,F,35,38,8/25/2000,Fri,Control
31265,17,PP,M,22,19,8/25/2000,Fri,Control
31266,17,OT,F,20,31,8/25/2000,Fri,Control
31267,17,DM,F,36,45,8/25/2000,Fri,Control
31277,3,PB,F,25,31,8/26/2000,Sat,Long-term Krat Exclosure
31278,3,PB,M,26,30,8/26/2000,Sat,Long-term Krat Exclosure
31283,4,PP,M,22,13,8/26/2000,Sat,Control
31292,4,PB,M,27,29,8/26/2000,Sat,Control
31294,4,PB,M,25,31,8/26/2000,Sat,Control
31298,6,PB,F,26,31,8/26/2000,Sat,Short-term Krat Exclosure
31300,6,PP,F,21,14,8/26/2000,Sat,Short-term Krat Exclosure
31301,6,PP,F,19,13,8/26/2000,Sat,Short-term Krat Exclosure
31304,6,PP,F,21,18,8/26/2000,Sat,Short-term Krat Exclosure
31310,11,PB,F,25,30,8/26/2000,Sat,Control
31312,11,PP,M,21,14,8/26/2000,Sat,Control
31318,9,DM,M,36,46,8/26/2000,Sat,Spectab exclosure
31319,9,PP,M,21,15,8/26/2000,Sat,Spectab exclosure
31321,9,PP,M,22,15,8/26/2000,Sat,Spectab exclosure
31323,9,DM,M,36,46,8/26/2000,Sat,Spectab exclosure
31326,9,PB,M,25,28,8/26/2000,Sat,Spectab exclosure
31329,8,DM,M,35,37,8/26/2000,Sat,Control
31334,8,DO,M,35,51,8/26/2000,Sat,Control
31338,13,PB,F,20,24,8/26/2000,Sat,Short-term Krat Exclosure
31341,13,PB,F,25,27,8/26/2000,Sat,Short-term Krat Exclosure
31342,13,PB,M,25,22,8/26/2000,Sat,Short-term Krat Exclosure
31343,13,PB,M,25,27,8/26/2000,Sat,Short-term Krat Exclosure
31344,13,PP,M,21,16,8/26/2000,Sat,Short-term Krat Exclosure
31345,13,OT,M,19,19,8/26/2000,Sat,Short-term Krat Exclosure
31348,14,PP,F,21,14,8/26/2000,Sat,Control
31358,14,OT,F,20,34,8/26/2000,Sat,Control
31359,15,PP,M,21,18,8/26/2000,Sat,Long-term Krat Exclosure
31361,15,OT,F,21,30,8/26/2000,Sat,Long-term Krat Exclosure
31370,1,DM,M,37,39,9/30/2000,Sat,Spectab exclosure
31373,1,PB,F,25,26,9/30/2000,Sat,Spectab exclosure
31379,1,PP,F,22,17,9/30/2000,Sat,Spectab exclosure
31381,2,PB,M,26,43,9/30/2000,Sat,Control
31382,2,PB,M,26,31,9/30/2000,Sat,Control
31385,2,PB,M,26,31,9/30/2000,Sat,Control
31386,2,DM,F,35,45,9/30/2000,Sat,Control
31389,2,PP,M,22,17,9/30/2000,Sat,Control
31390,2,PB,M,26,30,9/30/2000,Sat,Control
31391,12,PP,F,22,17,9/30/2000,Sat,Control
31394,12,OT,F,20,29,9/30/2000,Sat,Control
31398,12,NL,F,31,164,9/30/2000,Sat,Control
31406,18,PB,F,26,26,9/30/2000,Sat,Short-term Krat Exclosure
31408,18,PB,F,26,37,9/30/2000,Sat,Short-term Krat Exclosure
31410,18,PB,M,27,33,9/30/2000,Sat,Short-term Krat Exclosure
31411,17,DM,F,34,42,9/30/2000,Sat,Control
31413,17,DM,F,36,43,9/30/2000,Sat,Control
31415,17,DM,F,37,34,9/30/2000,Sat,Control
31417,17,OT,F,20,27,9/30/2000,Sat,Control
31423,20,OT,F,20,29,9/30/2000,Sat,Short-term Krat Exclosure
31427,22,DM,M,35,52,9/30/2000,Sat,Control
31431,22,PB,M,27,35,9/30/2000,Sat,Control
31438,21,PB,F,27,29,9/30/2000,Sat,Long-term Krat Exclosure
31505,1,OT,F,20,27,11/25/2000,Sat,Spectab exclosure
31513,2,PB,M,27,34,11/25/2000,Sat,Control
31522,12,DM,F,36,47,11/25/2000,Sat,Control
31523,12,OT,F,20,26,11/25/2000,Sat,Control
31524,12,OT,M,20,21,11/25/2000,Sat,Control
31539,17,DM,F,34,42,11/25/2000,Sat,Control
31540,17,DM,F,36,42,11/25/2000,Sat,Control
31542,17,DM,M,36,49,11/25/2000,Sat,Control
31544,22,PB,F,27,33,11/25/2000,Sat,Control
31546,22,PB,F,25,28,11/25/2000,Sat,Control
31548,21,PB,M,24,28,11/25/2000,Sat,Long-term Krat Exclosure
31553,20,PB,F,23,27,11/25/2000,Sat,Short-term Krat Exclosure
31558,3,PB,M,27,31,11/26/2000,Sun,Long-term Krat Exclosure
31559,3,PB,F,25,29,11/26/2000,Sun,Long-term Krat Exclosure
31560,3,PE,M,21,20,11/26/2000,Sun,Long-term Krat Exclosure
31562,3,PB,M,27,32,11/26/2000,Sun,Long-term Krat Exclosure
31571,4,DM,M,36,44,11/26/2000,Sun,Control
31575,6,PB,F,25,30,11/26/2000,Sun,Short-term Krat Exclosure
31577,6,OT,M,21,23,11/26/2000,Sun,Short-term Krat Exclosure
31579,11,OT,M,20,24,11/26/2000,Sun,Control
31582,9,DM,F,36,39,11/26/2000,Sun,Spectab exclosure
31585,9,OT,M,20,27,11/26/2000,Sun,Spectab exclosure
31589,8,PB,F,24,28,11/26/2000,Sun,Control
31590,8,OT,F,21,25,11/26/2000,Sun,Control
31599,14,OT,F,19,19,11/26/2000,Sun,Control
31601,14,DM,M,36,40,11/26/2000,Sun,Control
31604,14,DM,M,34,35,11/26/2000,Sun,Control
31608,24,PE,M,19,16,11/26/2000,Sun,Rodent Exclosure
31611,5,RM,M,17,10,11/26/2000,Sun,Rodent Exclosure
31612,16,RM,M,17,8,11/26/2000,Sun,Rodent Exclosure
31619,1,PB,F,25,25,12/22/2000,Fri,Spectab exclosure
31620,1,DM,M,36,38,12/22/2000,Fri,Spectab exclosure
31627,2,OT,M,20,25,12/22/2000,Fri,Control
31628,2,OT,M,19,28,12/22/2000,Fri,Control
31630,2,OT,F,20,28,12/22/2000,Fri,Control
31636,12,DO,M,35,54,12/22/2000,Fri,Control
31638,12,NL,F,30,212,12/22/2000,Fri,Control
31642,18,PB,M,26,38,12/22/2000,Fri,Short-term Krat Exclosure
31646,17,DM,F,36,42,12/22/2000,Fri,Control
31647,17,DM,F,35,43,12/22/2000,Fri,Control
31649,17,OT,M,21,22,12/22/2000,Fri,Control
31651,17,OT,F,20,27,12/22/2000,Fri,Control
31655,21,PB,F,26,28,12/22/2000,Fri,Long-term Krat Exclosure
31657,21,PB,F,26,30,12/22/2000,Fri,Long-term Krat Exclosure
31659,22,PB,F,27,28,12/22/2000,Fri,Control
31661,22,PB,M,28,32,12/22/2000,Fri,Control
31663,7,OT,M,21,24,12/22/2000,Fri,Rodent Exclosure
31664,7,OT,F,20,21,12/22/2000,Fri,Rodent Exclosure
31667,3,PB,M,26,42,12/23/2000,Sat,Long-term Krat Exclosure
31679,6,PB,F,26,31,12/23/2000,Sat,Short-term Krat Exclosure
31681,6,OT,M,20,21,12/23/2000,Sat,Short-term Krat Exclosure
31683,6,PB,M,27,33,12/23/2000,Sat,Short-term Krat Exclosure
31690,9,DM,M,35,44,12/23/2000,Sat,Spectab exclosure
31693,8,OT,M,19,24,12/23/2000,Sat,Control
31697,8,DO,M,35,47,12/23/2000,Sat,Control
31704,14,DM,M,35,52,12/23/2000,Sat,Control
31706,15,OT,F,21,25,12/23/2000,Sat,Long-term Krat Exclosure
31707,15,OT,M,20,19,12/23/2000,Sat,Long-term Krat Exclosure
33322,1,DO,M,37,58,1/12/2002,Sat,Spectab exclosure
33327,2,OT,M,20,24,1/12/2002,Sat,Control
33330,2,DO,M,35,51,1/12/2002,Sat,Control
33331,2,PE,F,21,23,1/12/2002,Sat,Control
33332,2,OT,F,20,18,1/12/2002,Sat,Control
33337,2,PB,M,28,47,1/12/2002,Sat,Control
33343,12,DO,F,37,47,1/12/2002,Sat,Control
33345,12,DO,M,37,55,1/12/2002,Sat,Control
33347,12,DM,F,37,45,1/12/2002,Sat,Control
33350,19,PP,F,20,13,1/12/2002,Sat,Long-term Krat Exclosure
33353,19,OT,F,22,24,1/12/2002,Sat,Long-term Krat Exclosure
33356,19,PB,M,26,28,1/12/2002,Sat,Long-term Krat Exclosure
33358,18,PB,F,26,28,1/12/2002,Sat,Short-term Krat Exclosure
33359,18,PB,M,27,32,1/12/2002,Sat,Short-term Krat Exclosure
33360,18,PB,M,28,44,1/12/2002,Sat,Short-term Krat Exclosure
33361,18,PB,F,26,26,1/12/2002,Sat,Short-term Krat Exclosure
33363,18,PB,F,25,26,1/12/2002,Sat,Short-term Krat Exclosure
33366,17,PB,F,27,31,1/12/2002,Sat,Control
33375,21,PB,M,28,32,1/12/2002,Sat,Long-term Krat Exclosure
33382,21,PB,F,25,29,1/12/2002,Sat,Long-term Krat Exclosure
33398,1,DO,F,35,35,2/9/2002,Sat,Spectab exclosure
33402,1,DO,M,35,40,2/9/2002,Sat,Spectab exclosure
33407,2,DO,M,35,52,2/9/2002,Sat,Control
33410,2,DM,F,35,46,2/9/2002,Sat,Control
33411,2,PE,M,19,25,2/9/2002,Sat,Control
33412,2,PP,M,22,17,2/9/2002,Sat,Control
33415,2,NL,M,33,120,2/9/2002,Sat,Control
33420,3,OT,F,21,24,2/9/2002,Sat,Long-term Krat Exclosure
33425,3,DO,F,34,51,2/9/2002,Sat,Long-term Krat Exclosure
33431,3,DO,M,36,49,2/9/2002,Sat,Long-term Krat Exclosure
33432,3,OT,M,21,30,2/9/2002,Sat,Long-term Krat Exclosure
33436,3,PM,M,20,19,2/9/2002,Sat,Long-term Krat Exclosure
33439,12,DM,F,35,46,2/9/2002,Sat,Control
33450,17,DM,F,35,46,2/9/2002,Sat,Control
33452,17,NL,F,29,154,2/9/2002,Sat,Control
33454,18,RM,F,16,12,2/9/2002,Sat,Short-term Krat Exclosure
33457,18,PB,F,26,32,2/9/2002,Sat,Short-term Krat Exclosure
33462,19,PB,F,27,30,2/9/2002,Sat,Long-term Krat Exclosure
33463,19,PB,F,26,27,2/9/2002,Sat,Long-term Krat Exclosure
33471,22,PB,F,27,30,2/9/2002,Sat,Control
33474,21,PB,F,27,30,2/9/2002,Sat,Long-term Krat Exclosure
33484,20,PB,F,26,33,2/9/2002,Sat,Short-term Krat Exclosure
33486,20,PB,M,27,41,2/9/2002,Sat,Short-term Krat Exclosure
33488,20,OT,F,20,24,2/9/2002,Sat,Short-term Krat Exclosure
33493,4,DM,F,36,51,2/10/2002,Sun,Control
33499,4,PB,F,26,25,2/10/2002,Sun,Control
33500,6,PB,F,27,28,2/10/2002,Sun,Short-term Krat Exclosure
33502,6,PB,F,26,26,2/10/2002,Sun,Short-term Krat Exclosure
33505,6,PB,M,26,35,2/10/2002,Sun,Short-term Krat Exclosure
33506,6,DO,F,36,53,2/10/2002,Sun,Short-term Krat Exclosure
33510,6,PB,M,26,35,2/10/2002,Sun,Short-term Krat Exclosure
33515,11,DO,F,35,46,2/10/2002,Sun,Control
33518,11,DO,M,35,55,2/10/2002,Sun,Control
33529,8,DO,M,38,52,2/10/2002,Sun,Control
33530,8,DO,F,37,60,2/10/2002,Sun,Control
33531,8,DM,F,36,41,2/10/2002,Sun,Control
33533,8,PB,F,26,25,2/10/2002,Sun,Control
33535,13,PF,F,15,7,2/10/2002,Sun,Short-term Krat Exclosure
33540,13,PB,M,28,37,2/10/2002,Sun,Short-term Krat Exclosure
33541,13,PB,M,29,49,2/10/2002,Sun,Short-term Krat Exclosure
33548,14,DM,F,36,46,2/10/2002,Sun,Control
33549,14,NL,M,33,222,2/10/2002,Sun,Control
33551,15,RM,F,17,7,2/10/2002,Sun,Long-term Krat Exclosure
33554,15,RM,F,17,10,2/10/2002,Sun,Long-term Krat Exclosure
33568,7,DO,F,37,55,2/10/2002,Sun,Rodent Exclosure
33569,7,DO,F,38,47,2/10/2002,Sun,Rodent Exclosure
33570,7,DO,F,35,54,2/10/2002,Sun,Rodent Exclosure
33575,1,DO,F,35,46,3/13/2002,Wed,Spectab exclosure
33577,1,DO,M,37,63,3/13/2002,Wed,Spectab exclosure
33580,2,DM,M,36,55,3/13/2002,Wed,Control
33586,2,NL,F,32,196,3/13/2002,Wed,Control
33594,12,PP,M,22,23,3/13/2002,Wed,Control
33596,19,PB,M,27,45,3/13/2002,Wed,Long-term Krat Exclosure
33597,19,PP,M,24,19,3/13/2002,Wed,Long-term Krat Exclosure
33599,19,PB,F,27,28,3/13/2002,Wed,Long-term Krat Exclosure
33602,18,PB,F,25,36,3/13/2002,Wed,Short-term Krat Exclosure
33605,18,RM,M,17,11,3/13/2002,Wed,Short-term Krat Exclosure
33606,18,OT,F,20,24,3/13/2002,Wed,Short-term Krat Exclosure
33609,17,DM,M,35,50,3/13/2002,Wed,Control
33612,17,OT,M,21,32,3/13/2002,Wed,Control
33617,17,DM,F,37,45,3/13/2002,Wed,Control
33618,17,DM,M,35,46,3/13/2002,Wed,Control
33619,17,OT,F,21,26,3/13/2002,Wed,Control
33622,22,PB,F,26,32,3/13/2002,Wed,Control
33625,22,PB,F,26,25,3/13/2002,Wed,Control
33627,21,PB,M,27,34,3/13/2002,Wed,Long-term Krat Exclosure
33628,21,PB,F,27,30,3/13/2002,Wed,Long-term Krat Exclosure
33636,20,PB,M,27,41,3/13/2002,Wed,Short-term Krat Exclosure
33637,20,PB,F,26,34,3/13/2002,Wed,Short-term Krat Exclosure
33643,3,PB,F,26,32,3/14/2002,Thu,Long-term Krat Exclosure
33644,3,DO,M,36,56,3/14/2002,Thu,Long-term Krat Exclosure
33650,3,DO,M,35,53,3/14/2002,Thu,Long-term Krat Exclosure
33651,3,PB,M,26,40,3/14/2002,Thu,Long-term Krat Exclosure
33653,3,PB,F,26,39,3/14/2002,Thu,Long-term Krat Exclosure
33656,4,DO,M,34,30,3/14/2002,Thu,Control
33657,4,PF,F,16,8,3/14/2002,Thu,Control
33658,4,DM,F,36,50,3/14/2002,Thu,Control
33662,4,PB,F,25,26,3/14/2002,Thu,Control
33663,4,DO,M,36,54,3/14/2002,Thu,Control
33664,4,DM,F,38,52,3/14/2002,Thu,Control
33670,6,PB,M,26,33,3/14/2002,Thu,Short-term Krat Exclosure
33671,6,PB,F,27,25,3/14/2002,Thu,Short-term Krat Exclosure
33672,6,PB,M,26,34,3/14/2002,Thu,Short-term Krat Exclosure
33676,6,DO,F,37,53,3/14/2002,Thu,Short-term Krat Exclosure
33677,6,PB,F,26,32,3/14/2002,Thu,Short-term Krat Exclosure
33681,6,DO,M,36,59,3/14/2002,Thu,Short-term Krat Exclosure
33682,11,DM,M,34,49,3/14/2002,Thu,Control
33684,11,DM,M,36,47,3/14/2002,Thu,Control
33687,11,PP,F,22,18,3/14/2002,Thu,Control
33688,11,DM,M,37,59,3/14/2002,Thu,Control
33691,11,PB,F,27,30,3/14/2002,Thu,Control
33694,11,DO,F,36,54,3/14/2002,Thu,Control
33699,9,OT,M,21,30,3/14/2002,Thu,Spectab exclosure
33707,8,DO,F,37,58,3/14/2002,Thu,Control
33711,8,PP,M,22,18,3/14/2002,Thu,Control
33720,14,PP,M,22,19,3/14/2002,Thu,Control
33727,15,PP,F,22,15,3/14/2002,Thu,Long-term Krat Exclosure
33730,15,RM,F,17,7,3/14/2002,Thu,Long-term Krat Exclosure
33736,1,DO,M,37,51,4/16/2002,Tue,Spectab exclosure
33738,1,PP,F,22,18,4/16/2002,Tue,Spectab exclosure
33739,1,NL,M,34,227,4/16/2002,Tue,Spectab exclosure
33741,1,PP,F,23,17,4/16/2002,Tue,Spectab exclosure
33743,1,DO,M,38,58,4/16/2002,Tue,Spectab exclosure
33744,1,PB,M,27,40,4/16/2002,Tue,Spectab exclosure
33745,1,PP,M,22,17,4/16/2002,Tue,Spectab exclosure
33746,1,PP,F,22,15,4/16/2002,Tue,Spectab exclosure
33751,6,OT,F,21,26,4/16/2002,Tue,Short-term Krat Exclosure
33753,6,PB,M,25,34,4/16/2002,Tue,Short-term Krat Exclosure
33754,6,DO,M,34,35,4/16/2002,Tue,Short-term Krat Exclosure
33758,6,PB,F,26,43,4/16/2002,Tue,Short-term Krat Exclosure
33760,6,PB,F,26,36,4/16/2002,Tue,Short-term Krat Exclosure
33764,12,DM,M,36,45,4/16/2002,Tue,Control
33766,12,DO,M,36,48,4/16/2002,Tue,Control
33774,12,DM,F,36,46,4/16/2002,Tue,Control
33779,11,PB,F,26,31,4/16/2002,Tue,Control
33780,11,DM,F,35,43,4/16/2002,Tue,Control
33782,11,DM,M,37,57,4/16/2002,Tue,Control
33783,11,PP,F,22,20,4/16/2002,Tue,Control
33792,8,DO,M,34,62,4/16/2002,Tue,Control
33796,8,PP,F,22,18,4/16/2002,Tue,Control
33797,8,PB,F,27,35,4/16/2002,Tue,Control
33803,13,PB,M,26,17,4/16/2002,Tue,Short-term Krat Exclosure
33806,13,PB,M,28,38,4/16/2002,Tue,Short-term Krat Exclosure
33812,18,PB,M,26,36,4/16/2002,Tue,Short-term Krat Exclosure
33813,18,OT,F,22,26,4/16/2002,Tue,Short-term Krat Exclosure
33816,19,PP,M,22,17,4/16/2002,Tue,Long-term Krat Exclosure
33819,19,PP,M,22,15,4/16/2002,Tue,Long-term Krat Exclosure
33829,22,PB,F,27,35,4/16/2002,Tue,Control
33834,2,PB,F,26,34,4/17/2002,Wed,Control
33835,2,DO,F,35,38,4/17/2002,Wed,Control
33838,2,OT,F,20,25,4/17/2002,Wed,Control
33842,2,DM,F,35,51,4/17/2002,Wed,Control
33847,2,NL,F,30,149,4/17/2002,Wed,Control
33848,3,DM,M,36,50,4/17/2002,Wed,Long-term Krat Exclosure
33849,3,DM,F,36,43,4/17/2002,Wed,Long-term Krat Exclosure
33850,3,PP,M,22,21,4/17/2002,Wed,Long-term Krat Exclosure
33851,3,DO,M,36,47,4/17/2002,Wed,Long-term Krat Exclosure
33852,3,PB,M,27,51,4/17/2002,Wed,Long-term Krat Exclosure
33853,3,PB,F,26,38,4/17/2002,Wed,Long-term Krat Exclosure
33859,3,DO,F,36,56,4/17/2002,Wed,Long-term Krat Exclosure
33861,3,PB,F,25,32,4/17/2002,Wed,Long-term Krat Exclosure
33863,3,OT,M,21,31,4/17/2002,Wed,Long-term Krat Exclosure
33865,4,DM,F,36,47,4/17/2002,Wed,Control
33877,4,PB,M,29,48,4/17/2002,Wed,Control
33879,9,DM,F,35,50,4/17/2002,Wed,Spectab exclosure
33884,9,PP,M,23,24,4/17/2002,Wed,Spectab exclosure
33888,9,PP,F,23,16,4/17/2002,Wed,Spectab exclosure
33889,9,PP,M,23,19,4/17/2002,Wed,Spectab exclosure
33890,9,DM,M,35,56,4/17/2002,Wed,Spectab exclosure
33893,14,DM,F,35,43,4/17/2002,Wed,Control
33896,14,OT,M,20,24,4/17/2002,Wed,Control
33897,14,DM,M,36,49,4/17/2002,Wed,Control
33898,14,DM,M,36,43,4/17/2002,Wed,Control
33900,14,DM,M,34,27,4/17/2002,Wed,Control
33902,15,SH,M,26,51,4/17/2002,Wed,Long-term Krat Exclosure
33904,15,PP,F,22,17,4/17/2002,Wed,Long-term Krat Exclosure
33912,15,PB,F,26,19,4/17/2002,Wed,Long-term Krat Exclosure
33921,20,PB,F,26,35,4/17/2002,Wed,Short-term Krat Exclosure
33926,17,DM,M,37,50,4/17/2002,Wed,Control
33928,17,PB,F,28,47,4/17/2002,Wed,Control
33932,17,PP,M,22,20,4/17/2002,Wed,Control
33941,1,PB,M,26,23,5/15/2002,Wed,Spectab exclosure
33946,1,PP,F,21,17,5/15/2002,Wed,Spectab exclosure
33948,1,PB,M,27,43,5/15/2002,Wed,Spectab exclosure
33949,1,DO,M,36,52,5/15/2002,Wed,Spectab exclosure
33951,1,NL,F,30,138,5/15/2002,Wed,Spectab exclosure
33953,2,PE,F,20,16,5/15/2002,Wed,Control
33955,2,PB,F,25,19,5/15/2002,Wed,Control
33956,2,PB,F,26,41,5/15/2002,Wed,Control
33957,2,PP,M,23,22,5/15/2002,Wed,Control
33959,2,PP,F,22,20,5/15/2002,Wed,Control
33960,2,DO,M,37,52,5/15/2002,Wed,Control
33963,2,PE,M,20,21,5/15/2002,Wed,Control
33972,12,PP,F,22,20,5/15/2002,Wed,Control
33974,12,PP,M,22,17,5/15/2002,Wed,Control
33976,12,DO,F,37,63,5/15/2002,Wed,Control
33977,12,PP,M,23,19,5/15/2002,Wed,Control
33979,12,PP,M,22,18,5/15/2002,Wed,Control
33987,19,PB,F,26,34,5/15/2002,Wed,Long-term Krat Exclosure
33988,19,PP,F,20,13,5/15/2002,Wed,Long-term Krat Exclosure
33990,19,PP,M,23,17,5/15/2002,Wed,Long-term Krat Exclosure
33991,19,PP,F,22,18,5/15/2002,Wed,Long-term Krat Exclosure
33993,18,PB,F,25,20,5/15/2002,Wed,Short-term Krat Exclosure
33995,18,PB,M,27,33,5/15/2002,Wed,Short-term Krat Exclosure
33997,18,PB,F,26,30,5/15/2002,Wed,Short-term Krat Exclosure
34000,18,PB,F,26,16,5/15/2002,Wed,Short-term Krat Exclosure
34002,17,DM,M,35,41,5/15/2002,Wed,Control
34009,17,DM,F,36,47,5/15/2002,Wed,Control
34015,20,RM,M,18,10,5/15/2002,Wed,Short-term Krat Exclosure
34019,20,OT,F,21,26,5/15/2002,Wed,Short-term Krat Exclosure
34021,20,PB,M,26,41,5/15/2002,Wed,Short-term Krat Exclosure
34022,20,NL,F,31,171,5/15/2002,Wed,Short-term Krat Exclosure
34025,21,PB,F,25,13,5/15/2002,Wed,Long-term Krat Exclosure
34026,21,PB,F,25,31,5/15/2002,Wed,Long-term Krat Exclosure
34030,21,PB,F,25,15,5/15/2002,Wed,Long-term Krat Exclosure
34033,22,PB,F,26,30,5/15/2002,Wed,Control
34034,22,DM,M,36,26,5/15/2002,Wed,Control
34035,22,DM,M,36,49,5/15/2002,Wed,Control
34038,22,PB,M,27,32,5/15/2002,Wed,Control
34044,24,PE,F,20,24,5/15/2002,Wed,Rodent Exclosure
34045,7,PP,F,22,16,5/15/2002,Wed,Rodent Exclosure
34047,7,PP,F,23,19,5/15/2002,Wed,Rodent Exclosure
34048,3,PB,F,26,17,5/16/2002,Thu,Long-term Krat Exclosure
34054,3,PB,M,27,48,5/16/2002,Thu,Long-term Krat Exclosure
34057,3,PF,F,15,9,5/16/2002,Thu,Long-term Krat Exclosure
34059,3,PP,M,22,20,5/16/2002,Thu,Long-term Krat Exclosure
34063,3,DO,M,36,52,5/16/2002,Thu,Long-term Krat Exclosure
34069,4,DM,F,37,46,5/16/2002,Thu,Control
34075,4,DO,M,36,50,5/16/2002,Thu,Control
34080,6,PB,F,26,32,5/16/2002,Thu,Short-term Krat Exclosure
34089,6,DO,M,34,44,5/16/2002,Thu,Short-term Krat Exclosure
34093,6,PB,F,25,17,5/16/2002,Thu,Short-term Krat Exclosure
34095,6,PB,M,26,19,5/16/2002,Thu,Short-term Krat Exclosure
34104,11,PE,F,20,27,5/16/2002,Thu,Control
34112,11,PP,F,23,20,5/16/2002,Thu,Control
34114,11,DO,F,35,37,5/16/2002,Thu,Control
34118,9,DM,M,36,45,5/16/2002,Thu,Spectab exclosure
34122,9,DM,F,35,45,5/16/2002,Thu,Spectab exclosure
34126,9,DM,F,35,25,5/16/2002,Thu,Spectab exclosure
34129,8,PP,M,23,21,5/16/2002,Thu,Control
34132,8,DM,M,36,42,5/16/2002,Thu,Control
34135,8,DO,M,36,49,5/16/2002,Thu,Control
34137,8,OT,M,20,11,5/16/2002,Thu,Control
34140,8,PP,F,23,13,5/16/2002,Thu,Control
34143,8,PB,F,26,46,5/16/2002,Thu,Control
34147,8,DO,M,35,57,5/16/2002,Thu,Control
34150,13,OT,F,20,23,5/16/2002,Thu,Short-term Krat Exclosure
34154,13,PB,F,27,26,5/16/2002,Thu,Short-term Krat Exclosure
34155,13,PB,F,27,42,5/16/2002,Thu,Short-term Krat Exclosure
34158,14,DM,M,36,48,5/16/2002,Thu,Control
34160,14,DM,M,35,42,5/16/2002,Thu,Control
34161,14,DM,F,35,37,5/16/2002,Thu,Control
34162,14,DM,M,35,47,5/16/2002,Thu,Control
34163,14,DM,M,35,48,5/16/2002,Thu,Control
34166,15,PB,M,25,24,5/16/2002,Thu,Long-term Krat Exclosure
34167,15,PB,F,27,33,5/16/2002,Thu,Long-term Krat Exclosure
34168,15,PP,F,22,20,5/16/2002,Thu,Long-term Krat Exclosure
34169,15,PP,M,23,18,5/16/2002,Thu,Long-term Krat Exclosure
34170,15,PP,F,21,20,5/16/2002,Thu,Long-term Krat Exclosure
34172,15,PB,F,27,23,5/16/2002,Thu,Long-term Krat Exclosure
34175,16,PB,M,25,35,5/16/2002,Thu,Rodent Exclosure
34177,16,PE,M,18,13,5/16/2002,Thu,Rodent Exclosure
34180,1,DO,F,34,39,6/15/2002,Sat,Spectab exclosure
34181,1,PB,F,26,29,6/15/2002,Sat,Spectab exclosure
34183,1,PP,F,22,11,6/15/2002,Sat,Spectab exclosure
34185,1,PP,M,23,21,6/15/2002,Sat,Spectab exclosure
34198,2,NL,F,31,139,6/15/2002,Sat,Control
34204,12,DO,M,38,52,6/15/2002,Sat,Control
34205,12,PE,F,20,23,6/15/2002,Sat,Control
34208,12,PP,F,22,18,6/15/2002,Sat,Control
34213,19,PP,F,21,18,6/15/2002,Sat,Long-term Krat Exclosure
34214,19,PB,F,26,31,6/15/2002,Sat,Long-term Krat Exclosure
34215,19,PP,F,20,18,6/15/2002,Sat,Long-term Krat Exclosure
34219,19,PB,F,26,23,6/15/2002,Sat,Long-term Krat Exclosure
34229,22,PB,M,28,39,6/15/2002,Sat,Control
34230,22,PB,M,26,23,6/15/2002,Sat,Control
